_RAJ2000,_DEJ2000,ID,Nsp,Type,z,f_z,OName,RAJ2000,DEJ2000,RAH,DEH,AOffset,e_AOffset,POffset,e_POffset,E(B-V),E(B-V)h,FUVMag,BMag,KsMag,logSFR,logM,logsSFR,Age,Np,Simbad,recno
17 02 35.854133,+40 30 00.18360,PTF11dlg,1,SNIIb,0.062,GAL.LINES,,17 02 35.8541,+40 30 00.1836,17 02 35.8332,+40 30 21.52,0.296,0.135,0.365,0.167,0.03,0.04,-15.78,-17.02,-17.15,-1.2,8.49,-9.69,5.5,13,Simbad,312
14 26 53.930333,+25 01 39.36650,PTF11dqk,1,SNII,0.036361,NED,,14 26 53.9303,+25 01 39.3665,14 26 54.3701,+25 42 20.48,6.295,0.144,4.699,0.107,0.02,0.12,-19.04,-20.56,-21.15,0.47,10.02,-9.56,6.96,11,Simbad,313
15 08 12.001000,+26 14 51.27040,PTF11dqr,2,SNII,0.0821,GAL.LINES,,15 08 12.0010,+26 14 51.2704,15 08 12.3350,+27 02 54.16,5.079,0.114,8.108,0.182,0.04,0.08,-17.07,-18.35,-18.71,-0.46,9.08,-9.55,6.78,7,Simbad,314
16 11 33.532333,+40 18 03.71090,PTF11dsf,1,SLSN-IIn,0.385,GAL.LINES,,16 11 33.5323,+40 18 03.7109,16 11 33.5350,+40 21 16.32,0.44,0.112,2.38,0.606,0.01,0.02,-18.83,-19.89,-19.01,-0.38,9.21,-9.58,0.67,9,Simbad,315
14 10 17.363333,+26 09 41.54510,PTF11dsz,1,SNII,0.0698,GAL.LINES,,14 10 17.3633,+26 09 41.5451,14 10 17.3781,+26 50 22.88,0.257,0.255,0.354,0.351,0.01,0.38,-12.58,-15.08,-16.45,-0.92,7.76,-8.67,1.09,8,Simbad,316
15 25 39.967867,+20 47 15.77330,PTF11dtd,1,SNII,0.0396,SDSS,,15 25 39.9679,+20 47 15.7733,15 25 39.7716,+21 04 57.42,3.513,0.101,2.845,0.082,0.06,0.17,-19.19,-21.23,-22.06,0.66,10.57,-9.91,7.34,13,Simbad,317
16 43 54.144200,+25 00 54.42340,PTF11ecp,1,SNII,0.03444,SDSS,,16 43 54.1442,+25 00 54.4234,16 43 53.6675,+25 58 05.40,7.445,0.155,5.276,0.11,0.05,0.23,-18.29,-20.44,-21.28,0.51,10.17,-9.67,3.89,16,Simbad,318
17 10 41.448733,+27 35 22.26730,PTF11ekj,1,SNII,0.0432,GAL.LINES,,17 10 41.4487,+27 35 22.2673,17 10 41.4258,+27 56 42.77,0.632,0.083,0.556,0.073,0.04,0.12,-16.81,-17.9,-18.34,-0.34,8.57,-8.89,1.94,11,Simbad,319
15 18 43.717200,+33 07 55.67520,PTF11emc,1,SNII,0.0817,GAL.LINES,,15 18 43.7172,+33 07 55.6752,15 18 43.6902,+34 03 15.57,0.676,0.176,1.074,0.28,0.02,0.11,-16.5,-18.13,-18.68,-0.62,9.08,-9.71,4.86,7,Simbad,320
14 24 36.145733,+35 16 38.49710,PTF11emo,1,SNII,0.02852,SDSS,2011dt,14 24 36.1457,+35 16 38.4971,14 24 34.9608,+36 03 22.70,17.011,0.141,10.054,0.083,0.02,0.23,-18.1,-21.01,-22.3,0.46,10.77,-10.33,7.53,17,Simbad,321
13 30 05.104800,+47 10 10.99490,PTF11eon,1,SNIIb,0.001544,NED,2011dh,13 30 05.1048,+47 10 10.9949,13 29 52.6878,+47 54 05.08,156.543,0.453,5.176,0.015,0.03,0.3,-17.95,-20.45,-21.71,0.71,10.31,-9.6,4.49,10,Simbad,322
16 10 30.491400,+27 30 00.90320,PTF11epi,1,SNII,0.03185,SDSS,2011ki,16 10 30.4914,+27 30 00.9032,16 10 31.0238,+28 28 00.99,7.33,0.138,4.818,0.091,0.04,0.57,-16.44,-20.21,-22.67,1.22,10.76,-9.55,6.53,15,Simbad,323
16 18 18.373400,+24 04 40.85470,PTF11fma,1,SNII,0.056,MATCHING,,16 18 18.3734,+24 04 40.8547,16 18 18.3283,+24 45 36.36,0.973,0.14,1.093,0.157,0.06,0.24,-11.43,-15.05,-16.54,-1.93,8.17,-10.07,2.5,5,Simbad,324
21 33 52.308000,+01 50 17.48290,PTF11fss,1,SNIIn,0.125,MATCHING,,21 33 52.3080,+01 50 17.4829,21 33 52.2439,+02 07 08.78,1.019,0.214,2.357,0.495,0.04,0.33,-16.6,-19.57,-21.17,0.31,10.09,-9.79,3.63,16,Simbad,325
21 06 39.218133,-13 33 09.17500,PTF11ftc,1,SNII,0.027,MATCHING,,21 06 39.2181,-13 33 09.1750,21 06 39.5833,-13 44 54.25,5.984,0.083,3.354,0.047,0.05,0.09,-14.94,-16.22,-16.7,-1.24,8.16,-9.4,5.21,9,Simbad,326
23 55 35.785400,+29 12 19.68190,PTF11ftr,1,SNII,0.01768,SDSS,,23 55 35.7854,+29 12 19.6819,23 55 35.6320,+29 32 25.33,2.141,0.095,0.795,0.035,0.04,0.02,-16.56,-17.35,-17.3,-0.85,8.19,-9.02,2.65,17,Simbad,327
21 40 28.285000,+06 19 39.76610,PTF11fuu,1,SNIIn,0.098,MATCHING,,21 40 28.2850,+06 19 39.7661,21 40 28.1700,+07 00 28.74,2.423,0.169,4.533,0.316,0.06,0.23,-17.57,-20.16,-21.41,0.25,10.22,-9.99,4.32,15,Simbad,328
22 03 15.023600,+00 34 25.27430,PTF11fuv,1,SNII,0.03009,SDSS,2011kh,22 03 15.0236,+00 34 25.2743,22 03 15.9925,+00 50 10.52,17.147,0.145,10.672,0.09,0.05,0.3,-18.69,-21.55,-23.16,1.03,10.99,-9.97,6.73,15,Simbad,329
16 39 12.099733,+60 04 51.64430,PTF11fve,1,SNIIn,0.089,MATCHING,,16 39 12.0997,+60 04 51.6443,16 39 13.3404,+60 49 43.64,11.008,0.12,18.898,0.206,0.01,0.24,-18.17,-21.53,-22.94,0.49,10.97,-10.51,5.2,11,Simbad,330
17 26 23.148000,+59 28 43.92730,PTF11fvi,1,SNII,0.072,MATCHING,,17 26 23.1480,+59 28 43.9273,17 26 23.2491,+60 11 26.76,0.908,0.248,1.286,0.351,0.02,0.41,-12.37,-14.52,-15.48,-0.94,7.03,-7.92,0.19,3,Simbad,331
11 10 46.643333,+54 06 18.66490,PTF11fzz,1,SNIIn,0.082,MATCHING,,11 10 46.6433,+54 06 18.6649,11 10 46.6874,+54 24 52.23,0.439,0.955,0.7,1.523,0.01,0.16,-13.56,-14.61,-14.96,-1.35,6.75,-8.07,0.27,7,Simbad,332
16 41 35.871533,+40 00 58.76500,PTF11gcj,1,SNIc-BL,0.148,GAL.LINES,,16 41 35.8715,+40 00 58.7650,16 41 35.8782,+40 57 45.76,1.005,0.174,2.682,0.464,0.01,0.08,-17.75,-18.92,-18.79,-0.31,8.93,-9.26,1.17,14,Simbad,333
03 16 34.763000,+41 02 53.77420,PTF11gdz,1,SNII,0.01347,SDSS,,03 16 34.7630,+41 02 53.7742,03 16 34.4738,+41 52 46.07,4.443,0.069,1.263,0.02,0.14,0.26,-15.88,-18.75,-20.24,-0.27,9.81,-10.1,5.66,14,Simbad,334
16 31 39.381200,+41 29 23.26450,PTF11gls,1,SNII,0.03033,SDSS,2011dw,16 31 39.3812,+41 29 23.2645,16 31 37.9178,+42 06 10.58,21.538,0.133,13.507,0.083,0.01,0.18,-17.91,-20.77,-22.2,0.23,10.64,-10.42,6.71,16,Simbad,335
11 32 00.317000,+53 42 37.24600,PTF11go,1,SNII,0.02681,SDSS,,11 32 00.3170,+53 42 37.2460,11 32 00.1742,+54 32 14.58,13.059,0.136,7.27,0.076,0.01,0.14,-18.13,-19.6,-20.02,0.13,9.68,-9.55,8.83,16,Simbad,336
17 12 01.351733,+23 22 47.12660,PTF11gtr,1,SNIIn,0.0294,SDSS,,17 12 01.3517,+23 22 47.1266,17 11 59.7196,+24 09 50.32,22.482,0.198,13.682,0.121,0.05,0.23,-18.97,-21.99,-23.44,0.83,11.15,-10.35,6.31,16,Simbad,337
00 53 18.686533,-26 47 41.55220,PTF11hqs,1,SNII,0.035868,NED,,00 53 18.6865,-26 47 41.5522,00 53 18.7460,-27 39 22.90,10.859,0.088,8.0,0.065,0.01,0.18,-17.73,-20.3,-21.87,0.22,10.45,-10.24,6.79,11,Simbad,338
00 51 47.244800,-26 25 10.50170,PTF11hrq,1,SLSN-I,0.057,GAL.LINES,,00 51 47.2448,-26 25 10.5017,00 51 47.2604,-26 34 49.19,0.713,0.047,0.814,0.054,0.01,0.04,-16.17,-17.26,-17.64,-0.93,8.52,-9.44,6.1,13,Simbad,339
16 57 58.140933,+55 11 01.09970,PTF11hsj,1,SNII,0.0284,GAL.LINES,,16 57 58.1409,+55 11 01.0997,16 57 57.7023,+55 16 21.25,5.675,0.036,3.34,0.021,0.02,0.06,-15.73,-17.31,-18.04,-1.07,8.82,-9.89,6.25,10,Simbad,340
21 16 03.500800,+12 31 20.93950,PTF11htj,1,SNII,0.0173,GAL.LINES,,21 16 03.5008,+12 31 20.9395,21 16 03.2490,+12 56 07.64,5.58,0.135,2.028,0.049,0.06,0.07,-16.97,-17.89,-17.82,-0.56,8.55,-9.09,3.35,12,Simbad,341
23 27 57.334400,+08 46 38.00750,PTF11hyg,1,SNIc,0.028924,NED,2011ee,23 27 57.3344,+08 46 38.0075,23 27 56.7099,+09 30 23.70,11.248,0.128,6.738,0.077,0.05,0.32,-19.71,-22.18,-23.91,1.7,10.93,-9.22,3.93,10,Simbad,342
21 07 41.561933,-13 39 54.83950,PTF11iil,1,SNII,0.028196,NED,,21 07 41.5619,-13 39 54.8395,21 07 41.6630,-14 36 07.94,2.726,0.256,1.593,0.15,0.05,0.16,-17.36,-19.46,-20.35,-0.08,9.81,-9.89,5.21,9,Simbad,343
23 07 32.559200,+15 20 22.40480,PTF11ilr,1,SNIb,0.03679,SDSS,2016dzl,23 07 32.5592,+15 20 22.4048,23 07 32.6103,+15 36 07.61,6.321,0.136,4.771,0.103,0.18,0.09,-17.53,-19.22,-19.52,-0.37,9.49,-9.91,4.0,14,Simbad,344
17 34 36.105533,+60 48 50.81870,PTF11img,1,SNIc-BL,0.158,GAL.LINES,,17 34 36.1055,+60 48 50.8187,17 34 36.1578,+61 39 15.37,0.581,0.139,1.637,0.392,0.04,0.39,-14.5,-16.5,-17.61,0.05,7.79,-7.69,0.11,4,Simbad,345
00 34 04.850267,-09 42 17.87510,PTF11iqb,1,SNII,0.01245,SDSS,,00 34 04.8503,-09 42 17.8751,00 34 02.7807,-10 01 17.98,30.633,0.162,8.059,0.043,0.03,0.15,-19.01,-21.68,-23.12,0.58,11.0,-10.44,7.54,12,Simbad,346
17 35 16.153800,+49 57 12.68750,PTF11iwl,1,SNII,0.0537,GAL.LINES,,17 35 16.1538,+49 57 12.6875,17 35 15.8497,+50 13 06.25,4.504,0.256,4.863,0.276,0.03,0.28,-17.08,-19.35,-20.43,0.27,9.89,-9.62,7.4,10,Simbad,347
13 21 45.039600,+31 14 04.32710,PTF11ixk,1,SNIc,0.02409,SDSS,,13 21 45.0396,+31 14 04.3271,13 21 45.4452,+31 28 04.38,11.048,0.129,5.545,0.065,0.01,0.24,-18.03,-20.47,-21.68,0.49,10.44,-9.95,7.91,17,Simbad,348
13 47 30.117600,+40 04 32.65070,PTF11izq,1,SNIb,0.0625,GAL.LINES,,13 47 30.1176,+40 04 32.6507,13 47 29.8199,+40 36 58.28,3.431,0.199,4.267,0.247,0.01,0.13,-16.51,-18.17,-19.18,-0.39,9.12,-9.53,4.18,13,Simbad,349
01 52 25.988800,+35 30 21.66340,PTF11izt,1,SNII,0.0194,GAL.LINES,,01 52 25.9888,+35 30 21.6634,01 52 26.0239,+35 52 52.01,1.278,0.087,0.519,0.035,0.05,0.22,-12.88,-15.0,-15.81,-1.55,7.88,-9.44,3.39,5,Simbad,350
16 31 32.216533,+62 06 08.94380,PTF11jgj,1,SNIc,0.04015,GAL.LINES,,16 31 32.2165,+62 06 08.9438,16 31 30.6757,+62 12 22.71,11.114,0.115,9.118,0.094,0.03,0.41,-17.07,-20.43,-22.46,0.81,10.73,-9.92,6.54,12,Simbad,351
21 16 48.595467,+10 37 08.34560,PTF11jgp,1,SNII,0.07207,SDSS,,21 16 48.5955,+10 37 08.3456,21 16 48.7045,+10 45 03.20,1.633,0.226,2.316,0.32,0.06,0.13,-18.38,-20.35,-20.97,0.14,10.02,-9.87,3.72,14,Simbad,352
13 55 55.824000,+05 27 09.87980,PTF11jx,1,SNII,0.03938,SDSS,,13 55 55.8240,+05 27 09.8798,13 55 54.6372,+05 28 18.56,19.685,0.193,15.855,0.155,0.02,0.42,-17.42,-20.04,-21.45,1.0,10.07,-9.0,2.21,5,Simbad,353
17 26 24.195400,+46 51 29.59340,PTF11kaa,1,SNIb,0.0388,GAL.LINES,,17 26 24.1954,+46 51 29.5934,17 26 24.4055,+47 21 10.10,2.231,0.096,1.772,0.076,0.02,0.07,-16.26,-17.33,-17.3,-0.86,8.45,-9.32,3.42,7,Simbad,354
21 40 28.801733,+23 20 36.55430,PTF11kjk,1,SNII,0.0644,GAL.LINES,,21 40 28.8017,+23 20 36.5543,21 40 28.7778,+23 55 09.25,1.438,0.079,1.839,0.101,0.09,0.08,-17.47,-18.62,-18.72,-0.39,9.16,-9.56,8.17,16,Simbad,355
22 11 47.803600,+01 09 00.99900,PTF11kku,1,SNII,0.0771,SDSS,,22 11 47.8036,+01 09 00.9990,22 11 47.9514,+01 11 14.35,2.54,0.178,3.83,0.268,0.04,0.06,-18.76,-19.88,-19.83,0.03,9.52,-9.5,3.52,12,Simbad,356
22 07 09.926000,+06 29 08.62040,PTF11klg,1,SNIc,0.026522,NED,,22 07 09.9260,+06 29 08.6204,22 07 08.5517,+06 39 24.25,20.56,0.105,11.327,0.058,0.08,0.19,-12.42,-20.33,-22.06,-3.26,10.65,-13.89,5.51,15,Simbad,357
23 03 57.052333,+30 43 33.73930,PTF11kpa,1,SNII,0.068,MATCHING,,23 03 57.0523,+30 43 33.7393,23 03 57.0509,+31 09 36.70,7.128,0.146,9.582,0.196,0.05,0.08,-18.61,-20.56,-21.58,0.19,10.27,-10.09,5.64,15,Simbad,358
17 25 48.486200,+27 09 41.08360,PTF11ktr,1,SNII,0.112,MATCHING,,17 25 48.4862,+27 09 41.0836,17 25 48.0873,+27 49 46.96,5.333,0.207,11.22,0.435,0.03,0.26,-18.58,-20.93,-22.21,0.88,10.38,-9.51,3.66,16,Simbad,359
23 48 03.435200,+26 44 29.73880,PTF11lbm,1,SNIc-BL,0.0384,GAL.LINES,,23 48 03.4352,+26 44 29.7388,23 48 03.1855,+27 13 56.87,3.351,0.171,2.635,0.134,0.05,0.09,-15.67,-17.78,-18.67,-1.03,9.11,-10.19,4.88,14,Simbad,360
17 30 16.292133,+26 59 33.16450,PTF11lmn,1,SNIbc,0.0939,GAL.LINES,,17 30 16.2921,+26 59 33.1645,17 30 16.2469,+27 31 41.88,0.764,0.122,1.376,0.22,0.04,0.08,-16.64,-18.16,-18.59,-0.67,9.06,-9.74,5.22,14,Simbad,361
17 12 47.237200,+53 20 18.18380,PTF11lnq,1,SNII,0.055,MATCHING,,17 12 47.2372,+53 20 18.1838,17 12 46.1581,+53 42 00.70,10.395,0.173,11.478,0.191,0.01,0.18,-17.52,-19.71,-21.12,0.19,10.01,-9.83,5.06,9,Simbad,362
15 20 56.709600,+54 40 14.54450,PTF11me,1,SNII,0.04558,SDSS,,15 20 56.7096,+54 40 14.5445,15 20 56.7954,+55 09 42.03,15.174,0.256,14.042,0.237,0.01,0.21,-17.42,-20.76,-22.39,0.13,10.81,-10.69,8.44,17,Simbad,363
08 05 49.406600,+45 56 33.56120,PTF11mhh,1,SNII,0.03932,SDSS,,08 05 49.4066,+45 56 33.5612,08 05 49.8325,+46 39 33.40,10.938,0.11,8.797,0.088,0.06,0.17,-16.97,-19.47,-20.69,-0.22,10.08,-10.31,8.61,17,Simbad,364
15 46 02.158000,+31 56 33.74520,PTF11mhr,1,SNIIn,0.054,MATCHING,,15 46 02.1580,+31 56 33.7452,15 46 02.2819,+32 29 19.96,1.63,0.124,1.769,0.135,0.02,0.17,-16.89,-18.53,-19.07,-0.24,9.27,-9.51,6.26,12,Simbad,365
10 22 40.832333,+46 14 26.68780,PTF11mlk,1,SNII,0.01685,SDSS,,10 22 40.8323,+46 14 26.6878,10 22 40.7195,+46 32 57.14,7.823,0.162,2.771,0.057,0.01,0.29,-18.06,-20.49,-21.74,0.73,10.46,-9.72,9.56,15,Simbad,366
21 26 36.338533,+04 59 19.97950,PTF11mmk,1,SNII,0.049,GAL.LINES,,21 26 36.3385,+04 59 19.9795,21 26 36.3574,+05 14 44.20,4.252,0.13,4.213,0.129,0.06,0.11,-15.98,-18.52,-19.77,-0.79,9.63,-10.44,6.24,17,Simbad,367
00 34 13.280400,+02 48 31.46540,PTF11mnb,1,SNIc,0.0603,GAL.LINES,,00 34 13.2804,+02 48 31.4654,00 34 13.3434,+03 20 51.65,1.685,0.133,2.027,0.16,0.02,0.12,-16.09,-17.75,-18.18,-0.8,8.87,-9.67,3.55,15,Simbad,368
22 17 36.689333,+00 36 48.16940,PTF11mpg,1,SNIIn,0.093,GAL.LINES,2007ie,22 17 36.6893,+00 36 48.1694,22 17 36.6733,+01 23 45.09,0.482,0.175,0.861,0.312,0.05,0.14,-16.86,-18.47,-18.98,-0.37,9.2,-9.57,5.25,9,Simbad,369
15 41 42.915133,+37 27 29.83930,PTF11mpv,1,SNII,0.043183,NED,,15 41 42.9151,+37 27 29.8393,15 41 42.9312,+37 56 44.55,0.215,0.138,0.189,0.121,0.01,0.11,-16.66,-18.51,-19.14,-0.57,9.29,-9.89,4.55,12,Simbad,370
21 43 37.631467,-01 41 37.37080,PTF11msk,1,SNIIn,0.068,MATCHING,,21 43 37.6315,-01 41 37.3708,21 43 37.4828,-02 21 59.84,4.258,0.186,5.724,0.25,0.04,0.13,-17.93,-19.99,-20.91,0.03,9.99,-9.97,5.03,17,Simbad,371
21 45 55.677533,+20 39 51.01850,PTF11msl,1,SNII,0.077,MATCHING,,21 45 55.6775,+20 39 51.0185,21 45 55.5318,+21 25 38.95,4.824,0.218,7.266,0.328,0.12,0.13,-17.07,-18.7,-19.3,-0.3,9.3,-9.62,5.35,12,Simbad,372
18 00 19.414600,+28 42 14.12350,PTF11mtq,1,SNIIn,0.073,MATCHING,,18 00 19.4146,+28 42 14.1235,18 00 19.3699,+28 53 00.88,3.164,0.093,4.539,0.133,0.05,0.08,-18.37,-19.42,-19.63,0.08,9.17,-9.08,2.84,11,Simbad,373
21 35 01.384133,+00 07 15.23780,PTF11mwk,1,SNIbc,0.1187,GAL.LINES,,21 35 01.3841,+00 07 15.2378,21 35 01.2564,+00 23 51.34,2.507,0.233,5.547,0.516,0.05,0.08,-18.0,-19.75,-20.24,-0.12,9.62,-9.76,2.78,11,Simbad,374
08 22 17.732133,+72 49 47.37540,PTF11ner,1,SNIIn,0.1169,GAL.LINES,,08 22 17.7321,+72 49 47.3754,08 22 17.8671,+73 36 49.96,0.753,0.119,1.644,0.26,0.03,0.21,-18.56,-20.33,-21.14,0.65,9.92,-9.23,4.32,6,Simbad,375
23 30 56.374200,+23 11 01.49460,PTF11oey,1,SNIIn,0.0608,GAL.LINES,,23 30 56.3742,+23 11 01.4946,23 30 56.3235,+23 11 17.53,1.391,0.134,1.686,0.162,0.05,0.17,-16.34,-18.3,-19.67,-0.25,9.4,-9.65,6.76,17,Simbad,376
01 28 20.153800,+34 13 25.79340,PTF11oiy,1,SNII,0.027,MATCHING,,01 28 20.1538,+34 13 25.7934,01 28 20.1701,+34 38 42.44,0.219,0.124,0.123,0.07,0.04,0.46,-10.73,-13.36,-14.8,-1.31,6.82,-8.08,0.28,5,Simbad,377
03 38 34.376133,+22 32 59.60510,PTF11oxu,1,SNIIn,0.087,MATCHING,2011jc,03 38 34.3761,+22 32 59.6051,03 38 34.3208,+23 15 09.49,16.465,0.091,27.696,0.153,0.17,0.22,-17.76,-21.32,-22.88,0.37,10.79,-10.48,3.4,10,Simbad,378
02 58 30.367933,+06 18 25.42930,PTF11pab,1,SNIIn,0.022379,NED,,02 58 30.3679,+06 18 25.4293,02 58 29.6892,+06 41 11.08,10.364,0.183,4.842,0.085,0.16,0.3,-17.71,-20.63,-22.28,0.65,10.62,-9.98,6.16,17,Simbad,379
23 13 25.572267,+12 25 26.91800,PTF11pbo,1,SNII,0.0395,GAL.LINES,,23 13 25.5723,+12 25 26.9180,23 13 25.6169,+12 48 45.41,3.228,0.158,2.608,0.128,0.05,0.14,-14.22,-15.35,-15.59,-1.22,7.19,-8.38,0.56,6,Simbad,380
23 11 48.801333,+31 01 00.43280,PTF11pdj,1,SNIIb,0.023636,NED,2011hg,23 11 48.8013,+31 01 00.4328,23 11 50.3416,+31 17 13.28,25.325,0.105,12.478,0.052,0.07,0.45,-16.25,-19.62,-22.29,0.89,10.46,-9.57,5.89,13,Simbad,381
01 27 55.902000,-02 01 41.84980,PTF11pnq,1,SNIb,0.0739,GAL.LINES,1885A,01 27 55.9020,-02 01 41.8498,01 27 55.7504,-02 42 40.92,2.279,2.22,3.307,3.221,0.04,0.08,-14.47,-18.15,-18.77,-2.26,9.14,-11.34,2.11,5,Simbad,382
09 33 54.301333,-22 05 17.29100,PTF11po,1,SNIIb,0.073,MATCHING,,09 33 54.3013,-22 05 17.2910,09 33 54.3297,-22 21 57.40,0.517,0.133,0.742,0.191,0.05,1.52,-4.48,-13.21,-19.67,0.58,8.94,-8.39,0.54,2,Simbad,383
03 04 58.027133,+42 36 15.32950,PTF11prr,1,SNIIb,0.0533,GAL.LINES,,03 04 58.0271,+42 36 15.3295,03 04 58.3660,+42 51 57.34,3.794,0.135,4.068,0.145,0.12,0.04,-17.62,-18.64,-18.65,-0.45,9.03,-9.48,5.48,12,Simbad,384
22 55 50.192200,-08 07 37.88940,PTF11pym,1,SNII,0.0554,GAL.LINES,,22 55 50.1922,-08 07 37.8894,22 55 50.1033,-08 44 22.02,1.42,0.205,1.579,0.228,0.03,0.11,-16.35,-17.66,-18.05,-0.64,8.75,-9.38,5.93,12,Simbad,385
23 42 25.571133,+00 15 17.09750,PTF11qax,1,SNII,0.02187,SDSS,,23 42 25.5711,+00 15 17.0975,23 42 26.0368,+00 36 41.12,8.357,0.17,3.818,0.078,0.02,0.19,-16.31,-18.69,-19.77,-0.39,9.61,-10.01,5.8,17,Simbad,386
02 14 24.585733,-06 29 15.31320,PTF11qcc,1,SNII,0.0428,GAL.LINES,,02 14 24.5857,-06 29 15.3132,02 14 24.1437,-06 48 13.41,7.662,0.151,6.68,0.132,0.02,0.31,-15.63,-18.44,-19.92,-0.15,9.63,-9.8,4.58,9,Simbad,387
13 13 41.489533,+47 17 56.91340,PTF11qcj,1,SNIc-BL,0.028,SDSS,,13 13 41.4895,+47 17 56.9134,13 13 41.5001,+48 15 28.76,1.57,0.144,0.912,0.084,0.01,0.07,-17.64,-18.77,-18.86,-0.34,9.18,-9.52,7.23,17,Simbad,388
01 39 59.857933,-08 54 33.85550,PTF11qcm,1,SNII,0.05124,SDSS,,01 39 59.8579,-08 54 33.8555,01 39 58.6965,-09 28 13.32,17.214,0.206,17.787,0.213,0.02,0.22,-17.78,-20.55,-21.95,0.31,10.53,-10.25,6.61,15,Simbad,389
23 45 31.361733,-07 56 45.72780,PTF11qgw,1,SNII,0.0269,GAL.LINES,2011ev,23 45 31.3617,-07 56 45.7278,23 45 30.4690,-08 33 42.42,15.499,0.273,8.657,0.152,0.03,0.06,-17.07,-18.57,-18.95,-0.63,9.22,-9.85,5.29,16,Simbad,390
02 46 53.822733,+38 56 47.14260,PTF11qiq,1,SNIb,0.0316,GAL.LINES,,02 46 53.8227,+38 56 47.1426,02 46 53.9566,+39 44 02.19,1.8,0.077,1.174,0.05,0.06,0.28,-15.99,-18.86,-20.46,-0.14,9.85,-10.01,4.99,12,Simbad,391
14 15 27.024000,+36 24 30.86210,PTF11qju,1,SNIIb,0.02817,SDSS,,14 15 27.0240,+36 24 30.8621,14 15 26.8812,+36 54 32.87,1.752,0.128,1.023,0.075,0.01,0.05,-17.71,-18.98,-19.55,-0.27,9.38,-9.64,8.13,17,Simbad,392
05 44 54.288400,+69 09 06.55960,PTF11qnf,1,SNIIn,0.014283,NED,,05 44 54.2884,+69 09 06.5596,05 44 56.6750,+69 42 42.00,29.981,0.283,9.028,0.085,0.1,0.18,-18.08,-20.45,-22.06,0.42,10.47,-10.06,6.88,12,Simbad,393
09 58 01.651600,+00 43 14.23490,PTF11qqj,1,SNIIn,0.0932,GAL.LINES,,09 58 01.6516,+00 43 14.2349,09 58 01.7660,+00 58 57.67,2.434,0.299,4.355,0.535,0.02,0.08,-17.15,-18.9,-19.27,-0.56,9.26,-9.83,2.51,17,Simbad,394
12 34 00.300533,+11 19 19.83760,PTF11qux,1,SNII,0.04077,NED,,12 34 00.3005,+11 19 19.8376,12 34 00.2931,+11 38 46.56,0.125,0.232,0.104,0.193,0.04,0.31,-16.56,-18.87,-19.96,0.18,9.59,-9.43,3.96,15,Simbad,395
22 35 49.620133,-00 22 25.37800,PTF11rfh,1,SNIbn,0.0594,GAL.LINES,,22 35 49.6201,-00 22 25.3780,22 35 49.6637,-00 48 54.32,1.661,0.254,1.97,0.301,0.04,0.18,-16.66,-18.58,-19.73,-0.13,9.4,-9.53,5.52,13,Simbad,396
01 42 16.987800,+29 16 25.48630,PTF11rfr,1,SNIIn,0.0672,GAL.LINES,,01 42 16.9878,+29 16 25.4863,01 42 16.9835,+29 41 40.56,0.198,0.264,0.263,0.351,0.04,0.19,-16.91,-18.73,-19.5,-0.14,9.46,-9.6,8.42,17,Simbad,397
12 40 44.853067,+12 53 21.18190,PTF11rka,1,SNIc,0.0742,GAL.LINES,,12 40 44.8531,+12 53 21.1819,12 40 44.8320,+13 14 22.28,0.362,0.149,0.527,0.217,0.03,0.05,-15.14,-16.3,-16.38,-1.33,7.91,-9.26,1.57,5,Simbad,398
13 28 31.332800,+41 57 35.99170,PTF11rkm,1,SNIIb,0.0645,GAL.LINES,,13 28 31.3328,+41 57 35.9917,13 28 31.3600,+42 33 25.73,0.532,0.227,0.681,0.291,0.01,0.06,-13.75,-14.41,-14.02,-1.79,6.76,-8.52,0.71,5,Simbad,399
01 39 45.512933,+29 55 26.97850,PTF11rks,1,SLSN-I,0.1928,GAL.LINES,2011kg,01 39 45.5129,+29 55 26.9785,01 39 45.5221,+30 22 12.25,0.256,0.133,0.847,0.44,0.04,0.12,-17.54,-18.87,-19.17,-0.19,9.23,-9.43,5.69,11,Simbad,400
12 49 34.057800,-09 20 40.45090,PTF11rlv,1,SNIIn,0.133,MATCHING,,12 49 34.0578,-09 20 40.4509,12 49 34.1312,-10 02 31.36,2.34,0.133,5.708,0.324,0.04,0.34,-17.07,-19.67,-21.28,0.64,9.98,-9.33,5.17,12,Simbad,401
12 44 45.158200,+27 30 03.69680,PTF11vb,2,SNII,0.03137,SDSS,,12 44 45.1582,+27 30 03.6968,12 44 45.6938,+27 30 47.11,7.698,0.151,4.987,0.098,0.01,0.21,-17.4,-19.86,-21.07,0.14,10.2,-10.07,7.82,17,Simbad,402
10 01 34.066533,+00 26 58.90160,PTF12as,1,SNIc-BL,0.03321,SDSS,,10 01 34.0665,+00 26 58.9016,10 01 33.7626,+01 21 43.48,5.555,0.236,3.801,0.161,0.02,0.16,-17.39,-19.1,-19.71,-0.1,9.57,-9.67,7.46,17,Simbad,403
11 01 51.194733,+45 28 49.99220,PTF12bbm,1,SNII,0.04369,SDSS,,11 01 51.1947,+45 28 49.9922,11 01 51.3395,+46 21 43.91,4.038,0.176,3.59,0.156,0.01,0.3,-17.49,-19.93,-21.24,0.52,10.18,-9.66,7.15,15,Simbad,404
